Distance,Size,Direction,Time,Distance Traveled,Errors
300,128,1,1.3636281490325928,68.4470598345904,0
500,128,1,1.9782507419586182,57.982756057296896,1
300,64,1,0.9403584003448486,33.83784863137726,0
300,196,1,1.4766018390655518,123.5556554755791,2
400,256,-1,0.5160679817199707,117.18361660232202,0
400,64,1,1.1859636306762695,68.87670143089025,1
500,64,1,0.9237818717956543,41.43669871020132,0
400,256,1,0.8822884559631348,131.76494222667878,0
300,256,1,0.6524660587310791,204.59960899278374,0
400,128,1,0.7386863231658936,106.47065323364932,0
500,64,-1,0.8764650821685791,26.1725046566048,0
400,196,-1,0.6570107936859131,165.8010856418015,0
400,128,-1,0.9660658836364746,52.839379254491625,1
300,256,-1,0.6076350212097168,226.04645540242387,0
400,196,1,0.7420203685760498,98.79271228182775,0
600,64,1,0.9289801120758057,4.123105625617661,0
600,256,1,1.215299367904663,197.5854245636555,2
600,64,-1,1.9084303379058838,42.5205832509386,1
300,128,-1,0.6528215408325195,135.95587519485872,0
500,256,-1,0.5735259056091309,160.4244370412438,0
500,196,-1,0.627204179763794,197.22575896672322,0
300,196,-1,0.5740492343902588,114.97825881443848,0
600,196,1,0.9543008804321289,86.00581375697809,1
600,128,-1,0.7278635501861572,119.50732195141852,0
500,128,-1,0.9296605587005615,137.90213921473443,0
300,64,-1,0.801929235458374,21.540659228538015,0
500,196,1,0.7599458694458008,104.86181383134664,0
600,128,1,1.4110825061798096,110.60289327137876,1
400,64,-1,1.1155588626861572,44.553338819890925,1
600,256,-1,1.4179019927978516,262.94486114012574,2
500,256,1,0.6840319633483887,284.3958508839396,0
